,Y,Text
11683,DESC:desc,What happened in dogtown in 1899 to make that year 
11684,ENTY:other,What wheel did Blaise Pascal invent in a search for 
11685,NUM:money,How much money was the minimum wage in 1991 ? 
11686,NUM:date,In what year was the first patent for the pull-tab 
11687,LOC:country,What country boasts the most dams ?    
11688,NUM:money,What is the regular price ?     
11689,LOC:other,What Metropolis landmark was first introduced in the Superman cartoons 
11690,LOC:other,Where can one find Mozambique ?     
11691,DESC:manner,How do you recognize anorexia ?     
11692,ENTY:cremat,What Mary Tyler Moore Show regular came into the world 
11693,LOC:city,In what city is the US Declaration of Independence located 
11694,DESC:def,What is the largest variety of cactus ?   
11695,HUM:ind,Who won the first World Series ?    
11696,ENTY:cremat,What did Aaron Hass write ?     
11697,HUM:desc,Who is Samuel Pickering ?      
11698,HUM:gr,What was the business of the animated Sky Hawks ? 
11699,HUM:ind,Who was credited with saying : `` I never met 
11700,ENTY:other,"What overalls are named for Dungri , a suburb of "
11701,DESC:reason,Why do rooftops give off steam after a big rainstorm 
11702,LOC:country,What nationality was Jackson Pollock ?     
11703,NUM:count,How much of the earth 's surface is permanently frozen 
11704,ENTY:other,What is the connection between New Krypton and Daxam ? 
11705,NUM:date,When was Queen Victoria born ?     
11706,NUM:count,How many people were executed for Abraham Lincoln 's assassination 
11707,DESC:desc,What must a Las Vegas blackjack dealer do when he 
11708,LOC:other,What is worth seeing in Reims ?    
11709,ENTY:other,What type of performer is Ileana Cotrubas ?   
11710,NUM:date,When was Yemen reunified ?      
11711,ENTY:food,What line of candy products included Super Skrunch and Peanut 
11712,DESC:reason,Why did the Anglican church split from the Vatican ? 
11713,HUM:gr,What organization has a Security Council ?    
11714,DESC:manner,How would I find the price of different organs that 
11715,HUM:ind,What Mexican leader was shot dead in 1923 ?  
11716,ABBR:exp,What does NECROSIS mean ?      
11717,DESC:def,What is magnetar ?       
11718,ENTY:event,What feud ended with a marriage in Kentucky on March 
11719,ENTY:color,What color is the stripe along each side of a 
11720,NUM:money,What is the federal minimum wage ?    
11721,ENTY:termeq,Mississippi is nicknamed what ?      
11722,NUM:other,What are the unemployment statistics for the years 1965 and 
11723,LOC:other,Where is Santa Lucia ?      
11724,HUM:ind,What female painter produced primitives of rural New England life 
11725,HUM:ind,What are names of two old men who appear in 
11726,ENTY:event,What war saw battles at Parrot 's Beak and Black 
11727,DESC:desc,What should you yell to hail a taxi in Madrid 
11728,NUM:other,What is the horsepower of the shuttle boosters ?  
11729,NUM:date,What year did Apartheid start ?     
11730,HUM:ind,Who created Big Ben ?      
11731,LOC:city,What city is found in the city of OZ ? 
11732,DESC:desc,What ever happened to the once popular Yale Lock Company 
11733,HUM:gr,Name the Marvel team loosely based on DC 's Justice 
11734,ENTY:other,What did a 16th-century Aztec athlete get for putting a 
11735,LOC:state,"What populous state covers 49 , 576 square miles ? "
11736,HUM:gr,What college football team did Knute Rockne build into a 
11737,LOC:state,In what state was there an 11 million gallon oil 
11738,NUM:date,"When did Aldous Huxley write , `` Brave New World "
11739,LOC:country,What country did the ancient Romans refer to as Hibernia 
11740,HUM:gr,In what high-risk business venture did Jimmy the Greek bet 
11741,ENTY:food,What do chefs call The Master Spice ?   
11742,ABBR:abb,What is the abbreviation of General Motors ?   
11743,DESC:def,What is a Devo hat ?     
11744,NUM:period,How long was the longest hiccup attack ?   
11745,ENTY:other,What kind of weapons were used in Medieval warfare ? 
11746,NUM:count,How many people live in Tokyo ?    
11747,HUM:ind,What fruit-topped actress was known as The Brazilian Bombshell ? 
11748,ENTY:animal,What are birds descendents of ?     
11749,HUM:gr,When the Tutankhamun exhibit was on display in the U.S. 
11750,ENTY:cremat,Which Kevin Costner movie involves the Sioux Indians ?  
11751,HUM:ind,Who played the title role in My Favorite Martian ? 
11752,DESC:manner,How does a scientific calculator work ?    
11753,ENTY:dismed,What is a fear of fur ?    
11754,HUM:ind,Who invented the game Scrabble ?     
11755,ENTY:other,What part of their attire were `` pothooks '' to 
11756,NUM:date,When did humans first begin to write history seriously ? 
11757,DESC:reason,Why do we have to go to school ?  
11758,DESC:def,What is Toulmin logic ?      
11759,ENTY:other,A corgi is a kind of what ?   
11760,LOC:city,What city in the U.S. experienced the most growth recently 
11761,DESC:def,What is a dangling participle ?     
11762,LOC:other,What Tokyo street glitters with famed department stores and nightclubs 
11763,NUM:period,What was the average life expectancy during the Stone Age 
11764,HUM:ind,"When Mighty Mouse was conceived , what was his original "
11765,DESC:desc,What is the origin of the peace symbol ?  
11766,HUM:gr,What group starred in the movie Rock Around the Clock 
11767,NUM:count,How many U.S. presidents were assassinated during Queen Victoria 's 
11768,NUM:date,When was the first flush toilet invented ?   
11769,HUM:ind,What is Nathan Hamill 's role in the new Star 
11770,NUM:count,How many disks does each player have in a four-handed 
11771,NUM:period,How old is the sun ?     
11772,NUM:perc,What percentage of children between the ages of two and 
11773,DESC:manner,"How can I find a list of , fax and "
11774,DESC:manner,How do I write to my Congressman ?   
11775,NUM:count,How many years ago did Led Zeppelin release its last 
11776,ENTY:termeq,What is the term for a group of geese ? 
11777,NUM:count,How many people was Randy Craft convicted of killing ? 
11778,ENTY:event,What was the name of the famous battle between Texas 
11779,LOC:country,What country are you in if you woo in the 
11780,ENTY:termeq,What do you call a Poker hand with five cards 
11781,HUM:ind,What New York Yankee was known as The Iron Horse 
11782,HUM:ind,Who is considered The First Lady of the American Stage 
11783,HUM:ind,Who penned : `` Neither a borrower nor a lender 
11784,DESC:def,What is moxie ?       
11785,ENTY:cremat,What was the first Sam Spade novel ?   
11786,ENTY:cremat,What song did Patti Page set people dancing to in 
11787,HUM:ind,Who headed Hitler 's infamous Gestapo ?    
11788,LOC:city,What South American city features the exclusive Copacabana Beach and 
11789,LOC:city,What German city do Italians call The Monaco of Bavaria 
11790,LOC:other,"What island group contains Jersey , Guernsey , Sark and "
11791,ENTY:dismed,What is a fear of strong light ?   
11792,HUM:ind,What is a person called that likes fire ?  
11793,LOC:other,"Where was helium first discovered , hence its name ? "
11794,ENTY:techmeth,What is the best way to overcome a fear ? 
11795,HUM:gr,Name a South African diamond producer ?    
11796,HUM:ind,Who made the musical plea Be True to Your School 
11797,HUM:ind,What French designer declared : `` The jean is the 
11798,NUM:date,What season is the setting for Shakespeare 's Midsummer Night 
11799,HUM:gr,Name a band which was famous in the 1960 's 
11800,HUM:ind,What comedian was banned from the Ed Sullivan Show for 
11801,LOC:country,What country is the setting for Edgar Allan Poe 's 
11802,HUM:ind,What Apollo 11 astronaut minded the store while Armstrong and 
11803,NUM:money,What is the current ticket fare from from Cairo to 
11804,LOC:mount,What is the second highest mountain peak in the world 
11805,HUM:ind,What Good Little Witch is Casper 's girlfriend ?  
11806,ENTY:cremat,In which Tennessee Williams play is one of the characters 
11807,HUM:ind,"What was the nickname of Frederick I , Holy Roman "
11808,ENTY:event,What war did the Potsdam Conference follow ?   
11809,ENTY:dismed,What 's the most common non-contagious disease in the world 
11810,NUM:date,"What month , date , and year did Charles I "
11811,NUM:count,How many cubic feet of space does a gallon of 
11812,DESC:def,What is the hair style called that new military recruits 
11813,LOC:other,What 's the world 's largest cathedral ?   
11814,DESC:desc,What effects do nitrates have on the environment ?  
11815,DESC:def,What is Nitrox diving ?      
11816,LOC:country,What three European countries begin with the letter A ? 
11817,DESC:desc,What happened in the Long March ?    
11818,ENTY:event,What was the name of Hitler 's unsuccessful attempt to 
11819,DESC:manner,How can I find online spelling ?    
11820,NUM:count,How many earthworms are in a single pasture ?  
11821,HUM:ind,Who made Stonehenge ?       
11822,NUM:other,What is the average hourly rate of American workers ? 
11823,ENTY:sport,What sport features snatches and clean jerks ?   
11824,HUM:ind,Who 's the founder and editor of The National Review 
11825,NUM:date,In what year did they build the Berlin Wall ? 
11826,HUM:ind,Who was the first governor of West Virginia ?  
11827,LOC:other,What 's the world 's longest suspension bridge ?  
11828,LOC:city,What Asian city boasts the world 's biggest bowling alley 
11829,NUM:date,When will Jean Aeul publish her next book ?  
11830,HUM:ind,"What famous soldier was born in Europe , died in "
11831,ENTY:food,"When it 's time to relax , what one beer "
11832,HUM:gr,What culture developed the idea of potlatch ?   
11833,HUM:gr,What baseball team became the Minnesota Twins ?   
11834,ENTY:instru,What kind of guitar did Jimi Hendrix play ?  
11835,LOC:city,What were the first three cities to have a population 
11836,LOC:other,What constellation contains the twins Castor and Pollux ?  
11837,NUM:count,How many meters are in a mile ?   
11838,DESC:def,What is a gas release event ?    
11839,ENTY:cremat,What James Michener book is subtitled Spanish Travels and Reflections 
11840,LOC:other,What famed London criminal court was once a feudal castle 
11841,NUM:count,How many milligrams are in a gram ?   
11842,ENTY:other,What stringed weapon fires a bolt ?    
11843,LOC:other,Where did he get the title ?    
11844,LOC:other,Where can I find a large list of 5 to 
11845,HUM:ind,What is Michael Jackson 's middle name ?   
11846,HUM:ind,Who was the first woman to fly solo across the 
11847,NUM:period,How long is human gestation ?     
11848,DESC:def,What does `` Semper Fidelis '' mean ?   
11849,ENTY:product,What kind of suit did true hepcats wear in 1942 
11850,LOC:other,Where does Mother Angelica live ?     
11851,DESC:manner,How can I find out my Moon sign ?  
11852,DESC:reason,Why does a candle need a wick ?   
11853,ENTY:instru,Musician Ray Charles plays what instrument ?    
11854,DESC:desc,What were the three prophecies the witches make to Macbeth 
11855,NUM:other,What 's the population of Mississippi ?    
11856,HUM:ind,Who started the Dominos Pizza chain ?    
11857,ENTY:cremat,In what film did Steven Spielberg 's dog star as 
11858,ENTY:dismed,What are all the different kinds of contraceptives ?  
11859,NUM:period,How old is Jeremy Piven ?     
11860,DESC:desc,What is the history of yo-yos ?    
11861,HUM:ind,Which NBA players had jersey number 0 ?   
11862,HUM:gr,What chocolate company gives you a one-pound kiss ?  
11863,DESC:manner,How does one correctly pronounce ` qigong ' ?  
11864,ENTY:other,What fossilizes to form coprolite ?     
11865,NUM:count,How many colored squares are there on a Rubik 's 
11866,LOC:other,Where is the Mayo Clinic ?     
11867,LOC:other,What Caribbean island is sometimes called Little England ?  
11868,LOC:other,Where is Amsterdam ?       
11869,LOC:other,Where can I find the lyrics for the song ` 
11870,ENTY:word,What 's another word that means `` knows all '' 
11871,HUM:ind,Who is the famous movie star who also acted as 
11872,LOC:city,What Australian city became the home of the America 's 
